First_Author,Publication_Title,Publication_Year,Journal,DOI,System,Q_L.s,Velocity_m.s,Flow_Category,Decay_Method,Mesh_Size_Category,Setting,Biome,Manipulation,LULC_Category,Light_Category,Detritus_Type,Detritus_Condition,Detritus_Species,Time_Series_ID,Meas_Day,Start_Year,Start_Month,Start_Day,Temperature_C,pH,Cond_uS.cm,DOC_mg.L,Water_SRP_ug.L,Water_TP_ug.L,Water_NO3_ug.L,Water_NH4_ug.L,Water_DIN_ug.L,Water_TN_ug.L,Mass_per_remaining,Initial_Mass_g,AFDM_DM_ratio,k,Remain_Mass_Category,Tannin_per,Total_Phenolics_per,Lignin_per,Cellulose_per,Hemicellulose_per,C_per,N_per,P_per,CN_ratio,CP_ratio,NP_ratio,Ergosterol_ug.g,Component_Mass_Category,Geog_Locale,Altitude_m,Latitude,Longitude,Sample_Size,LULC_Quantified,Inverts_AddInfo,Microbes_AddInfo,CNPFluxes_AddInfo,C_method,N_method,P_method,CNP_Ratio_Type,Notes
Au,Decomposition of Bauhinia purpurea leaf litter in a polluted and unpolluted Hong Kong waterway,1992,Canadian Journal of Botany,doi.org/10.1139/b92-130,stream,NA,0.5,NA,litter_bag,3,field,Tropical seasonal forest/savanna,NA,NA,NA,leaves,fresh,Bauhinia purpurea,3,91,1988,11,4,16.4,6.5,NA,NA,NA,NA,NA,NA,NA,NA,25.5,9.5,0.137,0.0112,afdm,NA,NA,NA,NA,NA,50.073,3.164,NA,18.49,NA,NA,NA,dm,Lam Tsuen River; near Tai Po; New Territories Hong Kong,NA,22.45129,114.155976,5,NA,n,y,n,WalklyandBlack,digestion,NA,molar,NA
Au,Decomposition of Bauhinia purpurea leaf litter in a polluted and unpolluted Hong Kong waterway,1992,Canadian Journal of Botany,doi.org/10.1139/b92-130,stream,NA,0.5,NA,litter_bag,3,field,Tropical seasonal forest/savanna,NA,NA,NA,leaves,fresh,Bauhinia purpurea,3,112,1988,11,4,16.4,6.5,NA,NA,NA,NA,NA,NA,NA,NA,22.66,9.5,0.145,0.0112,afdm,NA,NA,NA,NA,NA,45.709,3.482,NA,15.357,NA,NA,NA,dm,Lam Tsuen River; near Tai Po; New Territories Hong Kong,NA,22.45129,114.155976,5,NA,n,y,n,WalklyandBlack,digestion,NA,molar,NA
Au,Decomposition of Bauhinia purpurea leaf litter in a polluted and unpolluted Hong Kong waterway,1992,Canadian Journal of Botany,doi.org/10.1139/b92-130,stream,NA,0.8,NA,litter_bag,3,field,Tropical seasonal forest/savanna,NA,NA,NA,leaves,fresh,Bauhinia purpurea,4,0,1989,6,6,29.2,6.7,NA,NA,NA,NA,NA,NA,NA,NA,100,9.5,0.107,0.1902,afdm,NA,NA,NA,NA,NA,51.16,3.093,NA,18.743,NA,NA,NA,dm,Lam Tsuen River; near Tai Po; New Territories Hong Kong,NA,22.45129,114.155976,5,NA,n,y,n,WalklyandBlack,digestion,NA,molar,NA
Au,Decomposition of Bauhinia purpurea leaf litter in a polluted and unpolluted Hong Kong waterway,1992,Canadian Journal of Botany,doi.org/10.1139/b92-130,stream,NA,0.8,NA,litter_bag,3,field,Tropical seasonal forest/savanna,NA,NA,NA,leaves,fresh,Bauhinia purpurea,4,7,1989,6,6,29.2,6.7,NA,NA,NA,NA,NA,NA,NA,NA,11.96,9.5,0.423,0.1902,afdm,NA,NA,NA,NA,NA,28.287,2.386,NA,13.9,NA,NA,NA,dm,Lam Tsuen River; near Tai Po; New Territories Hong Kong,NA,22.45129,114.155976,5,NA,n,y,n,WalklyandBlack,digestion,NA,molar,NA
Au,Decomposition of Bauhinia purpurea leaf litter in a polluted and unpolluted Hong Kong waterway,1992,Canadian Journal of Botany,doi.org/10.1139/b92-130,stream,NA,0.8,NA,litter_bag,3,field,Tropical seasonal forest/savanna,NA,NA,NA,leaves,fresh,Bauhinia purpurea,4,13,1989,6,6,29.2,6.7,NA,NA,NA,NA,NA,NA,NA,NA,4.97,9.5,0.354,0.1902,afdm,NA,NA,NA,NA,NA,28.343,2.616,NA,12.624,NA,NA,NA,dm,Lam Tsuen River; near Tai Po; New Territories Hong Kong,NA,22.45129,114.155976,5,NA,n,y,n,WalklyandBlack,digestion,NA,molar,NA
Au,Decomposition of Bauhinia purpurea leaf litter in a polluted and unpolluted Hong Kong waterway,1992,Canadian Journal of Botany,doi.org/10.1139/b92-130,stream,NA,0.8,NA,litter_bag,3,field,Tropical seasonal forest/savanna,NA,NA,NA,leaves,fresh,Bauhinia purpurea,4,21,1989,6,6,29.2,6.7,NA,NA,NA,NA,NA,NA,NA,NA,0.77,9.5,0.436,0.1902,afdm,NA,NA,NA,NA,NA,48.564,2.387,NA,23.782,NA,NA,NA,dm,Lam Tsuen River; near Tai Po; New Territories Hong Kong,NA,22.45129,114.155976,5,NA,n,y,n,WalklyandBlack,digestion,NA,molar,NA
Au,Decomposition of Bauhinia purpurea leaf litter in a polluted and unpolluted Hong Kong waterway,1992,Canadian Journal of Botany,doi.org/10.1139/b92-130,stream,NA,0.8,NA,litter_bag,3,field,Tropical seasonal forest/savanna,NA,NA,NA,leaves,fresh,Bauhinia purpurea,4,29,1989,6,6,29.2,6.7,NA,NA,NA,NA,NA,NA,NA,NA,0.41,9.5,0.529,0.1902,afdm,NA,NA,NA,NA,NA,13.315,2.047,NA,7.596,NA,NA,NA,dm,Lam Tsuen River; near Tai Po; New Territories Hong Kong,NA,22.45129,114.155976,5,NA,n,y,n,WalklyandBlack,digestion,NA,molar,NA
Au,Decomposition of Bauhinia purpurea leaf litter in a polluted and unpolluted Hong Kong waterway,1992,Canadian Journal of Botany,doi.org/10.1139/b92-130,stream,NA,0.8,NA,litter_bag,3,field,Tropical seasonal forest/savanna,NA,NA,NA,leaves,fresh,Bauhinia purpurea,4,34,1989,6,6,29.2,6.7,NA,NA,NA,NA,NA,NA,NA,NA,0.28,9.5,0.624,0.1902,afdm,NA,NA,NA,NA,NA,16.133,1.703,NA,11.053,NA,NA,NA,dm,Lam Tsuen River; near Tai Po; New Territories Hong Kong,NA,22.45129,114.155976,5,NA,n,y,n,WalklyandBlack,digestion,NA,molar,NA
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,leaves,fresh,Eichhornia crassipes,1,0,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,10,NA,0.0396,dm,NA,NA,22.148,36.14,42.53,45.012,4.772,0.544,11.0033012444924,213.367175637949,19.3911964143259,NA,dm,Dulikoto wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion50,digestion,molybdenum_blue,molar,"incubations in 3 wetlands with differing trophic status but no water chem data with Dulikoto as euthrophic Pichola Nishi as mesotrophic and Nirjuli as oligotrophic; GPS location for region not specific wetlands;  inclubations of 3 different water hyacinth plant parts including leaves (called plant_leaves) petioles (called plant_petioles) and roots (called plant_roots); plants were collected from the same wetland in which they were incubated so same species but different initial conditions; the %cellulose and %hemicellulose declined rapidly from initial to first collection...wonder if the initial %reported in Table 1 should have been mg/L or if the units in Fig3 should have been %, includes a calculation of nutrient mineraliztion rate"
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,leaves,fresh,Eichhornia crassipes,1,3,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.68649886,10,NA,0.0396,dm,NA,NA,23.2799013563501,31.8676122931442,39.1764705882353,51.1764705882353,5.38720538720538,0.571917808219178,11.0815861169614,230.746386934218,20.8225054156318,NA,dm,Dulikoto wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion51,digestion,molybdenum_blue,molar,NA
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,leaves,fresh,Eichhornia crassipes,1,7,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.95881007,10,NA,0.0396,dm,NA,NA,24.4143033292231,32.5295508274231,37.1176470588235,50.9647058823529,4.91582491582491,0.497260273972602,12.0939520853224,264.291962175419,21.853233774274,NA,dm,Dulikoto wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion52,digestion,molybdenum_blue,molar,NA
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,leaves,fresh,Eichhornia crassipes,1,14,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.8604119,10,NA,0.0396,dm,NA,NA,25.0061652281134,29.9763593380614,37.1176470588235,50.7529411764705,4.82828282828283,0.489041095890411,12.2620657615085,267.6172212726,21.8248072125555,NA,dm,Dulikoto wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion53,digestion,molybdenum_blue,molar,NA
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,leaves,fresh,Eichhornia crassipes,1,34,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.0583524,10,NA,0.0396,dm,NA,NA,24.6115906288532,24.0661938534278,31.3529411764706,49.4117647058823,4.62626262626262,0.440410958904109,12.4593449289733,289.314663298226,23.2206961880834,NA,dm,Dulikoto wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion54,digestion,molybdenum_blue,molar,NA
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,leaves,fresh,Eichhornia crassipes,1,66,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.66704805,10,NA,0.0396,dm,NA,NA,24.8581997533908,24.4917257683215,28.9999999999999,48.3529411764705,4.45791245791245,0.417808219178082,12.6527954830604,298.431124175691,23.5861809807352,NA,dm,Dulikoto wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion55,digestion,molybdenum_blue,molar,NA
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,leaves,fresh,Eichhornia crassipes,1,91,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.37414188,10,NA,0.0396,dm,NA,NA,24.3156596794081,19.338061465721,23.6470588235294,50.7529411764705,4.82154882154882,0.483561643835616,12.2791915516782,270.649711032063,22.0413298296559,NA,dm,Dulikoto wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion56,digestion,molybdenum_blue,molar,NA
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,leaves,fresh,Eichhornia crassipes,1,115,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.324942792,10,NA,0.0396,dm,NA,NA,24.9075215782983,18.2978723404255,21.2941176470588,51.1764705882352,4.97643097643097,0.51986301369863,11.9963043214737,253.851426996142,21.1608025433083,NA,dm,Dulikoto wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion57,digestion,molybdenum_blue,molar,NA
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,petioles,fresh,Eichhornia crassipes,2,0,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,10,NA,0.0455,dm,NA,NA,21.334,34.82,42.53,37.308,2.201,0.284,19.7732042925005,338.751967257333,17.1318700927909,NA,dm,Dulikoto wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion58,digestion,molybdenum_blue,molar,NA
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,petioles,fresh,Eichhornia crassipes,2,3,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.4765625,10,NA,0.0455,dm,NA,NA,21.948212083847,33.2860520094562,37.9411764705882,38.3294117647058,2.11447811447811,0.320547945205479,21.1457984151461,308.345315555287,14.5818715142214,NA,dm,Dulikoto wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion59,digestion,molybdenum_blue,molar,NA
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,petioles,fresh,Eichhornia crassipes,2,7,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.4609375,10,NA,0.0455,dm,NA,NA,21.7016029593094,31.8676122931442,36.5882352941176,39.5294117647058,2.35016835016835,0.413698630136986,19.6207907534776,246.396461590409,12.557927184802,NA,dm,Dulikoto wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion60,digestion,molybdenum_blue,molar,NA
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,petioles,fresh,Eichhornia crassipes,2,14,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.90625,10,NA,0.0455,dm,NA,NA,21.8002466091245,30.2127659574468,36,42.9882352941176,2.02020202020202,0.395890410958904,24.8227529019934,280.009542899066,11.2803581457953,NA,dm,Dulikoto wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion61,digestion,molybdenum_blue,molar,NA
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,petioles,fresh,Eichhornia crassipes,2,34,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.609375,10,NA,0.0455,dm,NA,NA,21.948212083847,27.4231678486997,32.3529411764705,41.9294117647058,1.82491582491582,0.374657534246575,26.8022380597025,288.590809948944,10.7674146206038,NA,dm,Dulikoto wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion62,digestion,molybdenum_blue,molar,NA
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,petioles,fresh,Eichhornia crassipes,2,66,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.21875,10,NA,0.0455,dm,NA,NA,21.849568434032,25.1063829787234,30.4705882352941,43.3411764705882,2.05387205387205,0.418493150684931,24.6162808395768,267.061042084326,10.8489598337275,NA,dm,Dulikoto wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion63,digestion,molybdenum_blue,molar,NA
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,petioles,fresh,Eichhornia crassipes,2,91,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28125,10,NA,0.0455,dm,NA,NA,21.948212083847,23.5933806146572,29.3529411764706,41.8588235294117,1.75084175084175,0.358219178082191,27.8891482964799,301.325844853729,10.8044118683883,NA,dm,Dulikoto wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion64,digestion,molybdenum_blue,molar,NA
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,petioles,fresh,Eichhornia crassipes,2,115,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5234375,10,NA,0.0455,dm,NA,NA,22.0468557336621,22.127659574468,25.9411764705882,42.0705882352941,1.72390572390572,0.31917808219178,28.4682126108146,339.894174697893,11.939427997976,NA,dm,Dulikoto wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion65,digestion,molybdenum_blue,molar,NA
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,roots,fresh,Eichhornia crassipes,3,0,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,10,NA,0.013,dm,NA,NA,18.671,29.47,42.53,33.554,1.573,0.208,24.8834564118797,415.986429577916,16.7173893647395,NA,dm,Dulikoto wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion66,digestion,molybdenum_blue,molar,NA
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,roots,fresh,Eichhornia crassipes,3,3,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.62820402,10,NA,0.013,dm,NA,NA,19.2848335388409,29.2198581560283,36.7647058823529,34.1647058823529,1.33333333333333,0.19931506849315,29.8905617867464,442.013721130916,14.7877354826736,NA,dm,Dulikoto wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion67,digestion,molybdenum_blue,molar,NA
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,roots,fresh,Eichhornia crassipes,3,7,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.13905624,10,NA,0.013,dm,NA,NA,19.7780517879161,28.6052009456264,35.1764705882352,34.3764705882353,1.29292929292929,0.186301369863013,31.015703672185,475.820813969906,15.3412870782817,NA,dm,Dulikoto wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion68,digestion,molybdenum_blue,molar,NA
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,roots,fresh,Eichhornia crassipes,3,14,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.79516971,10,NA,0.013,dm,NA,NA,19.3341553637484,27.8959810874704,32.9999999999999,34.6588235294117,1.59595959595959,0.247945205479452,25.3330250356027,360.459353961613,14.2288318688758,NA,dm,Dulikoto wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion69,digestion,molybdenum_blue,molar,NA
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,roots,fresh,Eichhornia crassipes,3,34,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.4932505,10,NA,0.013,dm,NA,NA,19.580764488286,25.2009456264775,30.6470588235294,35.1529411764705,1.45454545454545,0.197945205479452,28.1922344124994,457.94664158862,16.2437157299452,NA,dm,Dulikoto wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion70,digestion,molybdenum_blue,molar,NA
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,roots,fresh,Eichhornia crassipes,3,66,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.57915945,10,NA,0.013,dm,NA,NA,19.9260172626387,22.2222222222222,29.5294117647058,35.6470588235294,1.41414141414141,0.152739726027397,29.4053253941044,601.824541274078,20.4665152725955,NA,dm,Dulikoto wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion71,digestion,molybdenum_blue,molar,NA
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,roots,fresh,Eichhornia crassipes,3,91,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.27467049,10,NA,0.013,dm,NA,NA,19.6300863131935,20.8983451536642,27.4117647058823,36,1.34006734006734,0.20958904109589,31.3379804936422,442.926972620856,14.1338709656392,NA,dm,Dulikoto wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion72,digestion,molybdenum_blue,molar,NA
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,roots,fresh,Eichhornia crassipes,3,115,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.31049287,10,NA,0.013,dm,NA,NA,19.7780517879161,20.0945626477541,25.0588235294117,35.8588235294117,1.31986531986532,0.195205479452054,31.6928683879879,473.698741245042,14.9465405101856,NA,dm,Dulikoto wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion73,digestion,molybdenum_blue,molar,NA
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,leaves,fresh,Eichhornia crassipes,4,0,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,10,NA,0.0228,dm,NA,NA,25.173,34.05,44.32,42.731,3.829,0.376,13.0182563107396,293.057883944231,22.5113008185642,NA,dm,Pichola Nishi wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion74,digestion,molybdenum_blue,molar,NA
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,leaves,fresh,Eichhornia crassipes,4,3,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.29228999,10,NA,0.0228,dm,NA,NA,27.7533039647577,32.3726977248104,42.1139101861993,45.6666666666666,3.91304347826086,0.416983240223463,13.6138125636044,282.409245570337,20.7443171595692,NA,dm,Pichola Nishi wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion75,digestion,molybdenum_blue,molar,NA
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,leaves,fresh,Eichhornia crassipes,4,7,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.46375144,10,NA,0.0228,dm,NA,NA,27.6651982378854,31.7226435536294,39.3209200438116,51.9333333333333,4.81605351170568,0.486033519553072,12.5791131233232,275.535889313184,21.9042381296586,NA,dm,Pichola Nishi wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion76,digestion,molybdenum_blue,molar,NA
Balasubramanian,Decomposition and nutrient release of Eichhornia crassipes (Mart.) Solms. Under different trophic conditions in wetlands of eastern Himalayan foothills,2012,Ecological Engineering,10.1016/j.ecoleng.2012.03.002,wetland,NA,NA,NA,litter_bag,1,field,Temperate forest,NA,NA,NA,leaves,fresh,Eichhornia crassipes,4,14,2009,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.90563867,10,NA,0.0228,dm,NA,NA,28.3700440528634,31.7659804983748,37.8970427163198,49.1999999999999,3.93979933110367,0.439776536312849,14.5675369563281,288.490320566194,19.8036443244357,NA,dm,Pichola Nishi wetland; Papum Pare district; Arunachal Pradesh northeastern India,NA,28,93.516667,6,N,N,N,Y,combustion77,digestion,molybdenum_blue,molar,NA
