First_Author,cohort_id,Publication_Title,Publication_Year,Journal,DOI,System,Q_L.s,Velocity_m.s,Flow_Category,Decay_Method,Mesh_Size_Category,Setting,Biome,Manipulation,LULC_Category,Light_Category,Detritus_Type,Detritus_Condition,Detritus_Species,Time_Series_ID,Meas_Day,Start_Year,Start_Month,Start_Day,Temperature_C,pH,Cond_uS.cm,DOC_mg.L,Water_SRP_ug.L,Water_TP_ug.L,Water_NO3_ug.L,Water_NH4_ug.L,Water_DIN_ug.L,Water_TN_ug.L,Mass_per_remaining,Initial_Mass_g,AFDM_DM_ratio,k,Remain_Mass_Category,Tannin_per,Total_Phenolics_per,Lignin_per,Cellulose_per,Hemicellulose_per,C_per,N_per,P_per,CN_ratio,CP_ratio,NP_ratio,Ergosterol_ug.g,Component_Mass_Category,Geog_Locale,Altitude_m,Latitude,Longitude,Sample_Size,LULC_Quantified,Inverts_AddInfo,Microbes_AddInfo,CNPFluxes_AddInfo,C_method,N_method,P_method,CNP_Ratio_Type,Notes,Mass_prop,log_mass_rem
Claeson,62,Impacts of invasive riparian knotweed litter decomposition aquatic fungi and macroinvertebrates,2013,Biological Invasions,10.1007/s10530-013-0589-6,stream,NA,NA,NA,litter_bag,15,field,Temperate forest,NA,forest,NA,leaves,senesced,Alnus rubra,4,0,2011,1,NA,6.4,7,43.5,NA,11,NA,579,33,NA,NA,100,5,NA,0.0254,afdm,NA,NA,23.62,20.64,NA,NA,NA,NA,29.65,693.598,NA,16.8,afdm,"Stony Stream, Chehalis river basin, Washington, USA",61.7,46.3,-123,5,n,y,n,n,ea,ea,Combustion and hot HCl,NA,NA,1,4.605170185988092
Claeson,62,Impacts of invasive riparian knotweed litter decomposition aquatic fungi and macroinvertebrates,2013,Biological Invasions,10.1007/s10530-013-0589-6,stream,NA,NA,NA,litter_bag,15,field,Temperate forest,NA,forest,NA,leaves,senesced,Alnus rubra,4,15,2011,1,NA,6.4,7,43.5,NA,11,NA,579,33,NA,NA,40.9,5,NA,0.0254,afdm,NA,NA,NA,NA,NA,NA,NA,NA,22.34,801.766,NA,79.3,afdm,"Stony Stream, Chehalis river basin, Washington, USA",61.7,46.3,-123,5,n,y,n,n,ea,ea,Combustion and hot HCl,NA,NA,0.409,3.711130063048756
Claeson,62,Impacts of invasive riparian knotweed litter decomposition aquatic fungi and macroinvertebrates,2013,Biological Invasions,10.1007/s10530-013-0589-6,stream,NA,NA,NA,litter_bag,15,field,Temperate forest,NA,forest,NA,leaves,senesced,Alnus rubra,4,31,2011,1,NA,6.4,7,43.5,NA,11,NA,579,33,NA,NA,32.5,5,NA,0.0254,afdm,NA,NA,NA,NA,NA,NA,NA,NA,19.39,525.827,NA,364.3,afdm,"Stony Stream, Chehalis river basin, Washington, USA",61.7,46.3,-123,5,n,y,n,n,ea,ea,Combustion and hot HCl,NA,NA,0.325,3.481240089335692
Claeson,62,Impacts of invasive riparian knotweed litter decomposition aquatic fungi and macroinvertebrates,2013,Biological Invasions,10.1007/s10530-013-0589-6,stream,NA,NA,NA,litter_bag,15,field,Temperate forest,NA,forest,NA,leaves,senesced,Alnus rubra,4,56,2011,1,NA,6.4,7,43.5,NA,11,NA,579,33,NA,NA,5.68,5,NA,0.0254,afdm,NA,NA,NA,NA,NA,NA,NA,NA,18.34,483.885,NA,335.2,afdm,"Stony Stream, Chehalis river basin, Washington, USA",61.7,46.3,-123,5,n,y,n,n,ea,ea,Combustion and hot HCl,NA,NA,0.056799999999999996,1.7369512327330598
Claeson,63,Impacts of invasive riparian knotweed litter decomposition aquatic fungi and macroinvertebrates,2013,Biological Invasions,10.1007/s10530-013-0589-6,stream,NA,NA,NA,litter_bag,15,field,Temperate forest,NA,forest,NA,leaves,senesced,Populus trichocarpa,5,0,2011,1,NA,6.4,7,43.5,NA,11,NA,579,33,NA,NA,100,5,NA,0.0274,afdm,NA,NA,27.29,26.6,NA,NA,NA,NA,78,949.668,NA,0,afdm,"Stony Stream, Chehalis river basin, Washington, USA",61.7,46.3,-123,5,n,y,n,n,ea,ea,Combustion and hot HCl,NA,NA,1,4.605170185988092
Claeson,63,Impacts of invasive riparian knotweed litter decomposition aquatic fungi and macroinvertebrates,2013,Biological Invasions,10.1007/s10530-013-0589-6,stream,NA,NA,NA,litter_bag,15,field,Temperate forest,NA,forest,NA,leaves,senesced,Populus trichocarpa,5,15,2011,1,NA,6.4,7,43.5,NA,11,NA,579,33,NA,NA,60.45,5,NA,0.0274,afdm,NA,NA,NA,NA,NA,NA,NA,NA,66.34,1289.624,NA,16.8,afdm,"Stony Stream, Chehalis river basin, Washington, USA",61.7,46.3,-123,5,n,y,n,n,ea,ea,Combustion and hot HCl,NA,NA,0.6045,4.101816577060802
Claeson,63,Impacts of invasive riparian knotweed litter decomposition aquatic fungi and macroinvertebrates,2013,Biological Invasions,10.1007/s10530-013-0589-6,stream,NA,NA,NA,litter_bag,15,field,Temperate forest,NA,forest,NA,leaves,senesced,Populus trichocarpa,5,31,2011,1,NA,6.4,7,43.5,NA,11,NA,579,33,NA,NA,44.54,5,NA,0.0274,afdm,NA,NA,NA,NA,NA,NA,NA,NA,40.26,704.635,NA,299.5,afdm,"Stony Stream, Chehalis river basin, Washington, USA",61.7,46.3,-123,5,n,y,n,n,ea,ea,Combustion and hot HCl,NA,NA,0.4454,3.7963876618292214
Claeson,63,Impacts of invasive riparian knotweed litter decomposition aquatic fungi and macroinvertebrates,2013,Biological Invasions,10.1007/s10530-013-0589-6,stream,NA,NA,NA,litter_bag,15,field,Temperate forest,NA,forest,NA,leaves,senesced,Populus trichocarpa,5,56,2011,1,NA,6.4,7,43.5,NA,11,NA,579,33,NA,NA,6.13,5,NA,0.0274,afdm,NA,NA,NA,NA,NA,NA,NA,NA,35.73,536.865,NA,404.5,afdm,"Stony Stream, Chehalis river basin, Washington, USA",61.7,46.3,-123,5,n,y,n,n,ea,ea,Combustion and hot HCl,NA,NA,0.0613,1.81319474994812
Claeson,64,Impacts of invasive riparian knotweed litter decomposition aquatic fungi and macroinvertebrates,2013,Biological Invasions,10.1007/s10530-013-0589-6,stream,NA,NA,NA,litter_bag,15,field,Temperate forest,NA,forest,NA,leaves,senesced,PolygonumXbohemicum,6,0,2011,1,NA,6.4,7,43.5,NA,11,NA,579,33,NA,NA,100,5,NA,0.027,afdm,NA,NA,30.96,36.55,NA,NA,NA,NA,63.39,894.481,NA,70.3,afdm,"Stony Stream, Chehalis river basin, Washington, USA",61.7,46.3,-123,5,n,y,n,n,ea,ea,Combustion and hot HCl,NA,NA,1,4.605170185988092
Claeson,64,Impacts of invasive riparian knotweed litter decomposition aquatic fungi and macroinvertebrates,2013,Biological Invasions,10.1007/s10530-013-0589-6,stream,NA,NA,NA,litter_bag,15,field,Temperate forest,NA,forest,NA,leaves,senesced,PolygonumXbohemicum,6,15,2011,1,NA,6.4,7,43.5,NA,11,NA,579,33,NA,NA,66.59,5,NA,0.027,afdm,NA,NA,NA,NA,NA,NA,NA,NA,51.39,936.423,NA,166.5,afdm,"Stony Stream, Chehalis river basin, Washington, USA",61.7,46.3,-123,5,n,y,n,n,ea,ea,Combustion and hot HCl,NA,NA,0.6659,4.198554416122531
Claeson,64,Impacts of invasive riparian knotweed litter decomposition aquatic fungi and macroinvertebrates,2013,Biological Invasions,10.1007/s10530-013-0589-6,stream,NA,NA,NA,litter_bag,15,field,Temperate forest,NA,forest,NA,leaves,senesced,PolygonumXbohemicum,6,31,2011,1,NA,6.4,7,43.5,NA,11,NA,579,33,NA,NA,52.04,5,NA,0.027,afdm,NA,NA,NA,NA,NA,NA,NA,NA,35.73,589.845,NA,392.2,afdm,"Stony Stream, Chehalis river basin, Washington, USA",61.7,46.3,-123,5,n,y,n,n,ea,ea,Combustion and hot HCl,NA,NA,0.5204,3.9520126536443043
Claeson,64,Impacts of invasive riparian knotweed litter decomposition aquatic fungi and macroinvertebrates,2013,Biological Invasions,10.1007/s10530-013-0589-6,stream,NA,NA,NA,litter_bag,15,field,Temperate forest,NA,forest,NA,leaves,senesced,PolygonumXbohemicum,6,56,2011,1,NA,6.4,7,43.5,NA,11,NA,579,33,NA,NA,10.22,5,NA,0.027,afdm,NA,NA,NA,NA,NA,NA,NA,NA,33.47,576.6,NA,278.2,afdm,"Stony Stream, Chehalis river basin, Washington, USA",61.7,46.97,-123.04,5,n,y,n,n,ea,ea,Combustion and hot HCl,NA,NA,0.10220000000000001,2.3243465847755584
Claeson,65,Impacts of invasive riparian knotweed litter decomposition aquatic fungi and macroinvertebrates,2013,Biological Invasions,10.1007/s10530-013-0589-6,stream,NA,NA,NA,litter_bag,15,field,Temperate forest,NA,forest,NA,leaves,senesced,Alnus rubra,7,0,2011,1,NA,6.5,6.9,62.7,NA,15,NA,627,11,NA,NA,100,5,NA,0.0279,afdm,NA,NA,23.62,20.64,NA,NA,NA,NA,29.65,693.598,NA,16.8,afdm,"Wildcat Stream, Chehalis River Basin, Washington, USA",27.1,46.97,-123.04,5,n,y,n,n,ea,ea,Combustion and hot HCl,NA,NA,1,4.605170185988092
Claeson,65,Impacts of invasive riparian knotweed litter decomposition aquatic fungi and macroinvertebrates,2013,Biological Invasions,10.1007/s10530-013-0589-6,stream,NA,NA,NA,litter_bag,15,field,Temperate forest,NA,forest,NA,leaves,senesced,Alnus rubra,7,15,2011,1,NA,6.5,6.9,62.7,NA,15,NA,627,11,NA,NA,40.9,5,NA,0.0279,afdm,NA,NA,NA,NA,NA,NA,NA,NA,22.34,801.766,NA,79.3,afdm,"Wildcat Stream, Chehalis River Basin, Washington, USA",27.1,46.97,-123.04,5,n,y,n,n,ea,ea,Combustion and hot HCl,NA,NA,0.409,3.711130063048756
Claeson,65,Impacts of invasive riparian knotweed litter decomposition aquatic fungi and macroinvertebrates,2013,Biological Invasions,10.1007/s10530-013-0589-6,stream,NA,NA,NA,litter_bag,15,field,Temperate forest,NA,forest,NA,leaves,senesced,Alnus rubra,7,31,2011,1,NA,6.5,6.9,62.7,NA,15,NA,627,11,NA,NA,32.5,5,NA,0.0279,afdm,NA,NA,NA,NA,NA,NA,NA,NA,19.39,525.827,NA,364.3,afdm,"Wildcat Stream, Chehalis River Basin, Washington, USA",27.1,46.97,-123.04,5,n,y,n,n,ea,ea,Combustion and hot HCl,NA,NA,0.325,3.481240089335692
Claeson,65,Impacts of invasive riparian knotweed litter decomposition aquatic fungi and macroinvertebrates,2013,Biological Invasions,10.1007/s10530-013-0589-6,stream,NA,NA,NA,litter_bag,15,field,Temperate forest,NA,forest,NA,leaves,senesced,Alnus rubra,7,56,2011,1,NA,6.5,6.9,62.7,NA,15,NA,627,11,NA,NA,5.68,5,NA,0.0279,afdm,NA,NA,NA,NA,NA,NA,NA,NA,18.34,483.885,NA,335.2,afdm,"Wildcat Stream, Chehalis River Basin, Washington, USA",27.1,46.97,-123.04,5,n,y,n,n,ea,ea,Combustion and hot HCl,NA,NA,0.056799999999999996,1.7369512327330598
Claeson,66,Impacts of invasive riparian knotweed litter decomposition aquatic fungi and macroinvertebrates,2013,Biological Invasions,10.1007/s10530-013-0589-6,stream,NA,NA,NA,litter_bag,15,field,Temperate forest,NA,forest,NA,leaves,senesced,Populus trichocarpa,8,0,2011,1,NA,6.5,6.9,62.7,NA,15,NA,627,11,NA,NA,100,5,NA,0.0266,afdm,NA,NA,27.29,26.6,NA,NA,NA,NA,78,949.668,NA,0,afdm,"Wildcat Stream, Chehalis River Basin, Washington, USA",27.1,46.97,-123.04,5,n,y,n,n,ea,ea,Combustion and hot HCl,NA,NA,1,4.605170185988092
Claeson,66,Impacts of invasive riparian knotweed litter decomposition aquatic fungi and macroinvertebrates,2013,Biological Invasions,10.1007/s10530-013-0589-6,stream,NA,NA,NA,litter_bag,15,field,Temperate forest,NA,forest,NA,leaves,senesced,Populus trichocarpa,8,15,2011,1,NA,6.5,6.9,62.7,NA,15,NA,627,11,NA,NA,60.45,5,NA,0.0266,afdm,NA,NA,NA,NA,NA,NA,NA,NA,66.34,1289.624,NA,16.8,afdm,"Wildcat Stream, Chehalis River Basin, Washington, USA",27.1,46.97,-123.04,5,n,y,n,n,ea,ea,Combustion and hot HCl,NA,NA,0.6045,4.101816577060802
Claeson,66,Impacts of invasive riparian knotweed litter decomposition aquatic fungi and macroinvertebrates,2013,Biological Invasions,10.1007/s10530-013-0589-6,stream,NA,NA,NA,litter_bag,15,field,Temperate forest,NA,forest,NA,leaves,senesced,Populus trichocarpa,8,31,2011,1,NA,6.5,6.9,62.7,NA,15,NA,627,11,NA,NA,44.54,5,NA,0.0266,afdm,NA,NA,NA,NA,NA,NA,NA,NA,40.26,704.635,NA,299.5,afdm,"Wildcat Stream, Chehalis River Basin, Washington, USA",27.1,46.97,-123.04,5,n,y,n,n,ea,ea,Combustion and hot HCl,NA,NA,0.4454,3.7963876618292214
Claeson,66,Impacts of invasive riparian knotweed litter decomposition aquatic fungi and macroinvertebrates,2013,Biological Invasions,10.1007/s10530-013-0589-6,stream,NA,NA,NA,litter_bag,15,field,Temperate forest,NA,forest,NA,leaves,senesced,Populus trichocarpa,8,56,2011,1,NA,6.5,6.9,62.7,NA,15,NA,627,11,NA,NA,6.13,5,NA,0.0266,afdm,NA,NA,NA,NA,NA,NA,NA,NA,35.73,536.865,NA,404.5,afdm,"Wildcat Stream, Chehalis River Basin, Washington, USA",27.1,46.97,-123.04,5,n,y,n,n,ea,ea,Combustion and hot HCl,NA,NA,0.0613,1.81319474994812
Claeson,67,Impacts of invasive riparian knotweed litter decomposition aquatic fungi and macroinvertebrates,2013,Biological Invasions,10.1007/s10530-013-0589-6,stream,NA,NA,NA,litter_bag,15,field,Temperate forest,NA,forest,NA,leaves,senesced,PolygonumXbohemicum,9,0,2011,1,NA,6.5,6.9,62.7,NA,15,NA,627,11,NA,NA,100,5,NA,0.0261,afdm,NA,NA,30.96,36.55,NA,NA,NA,NA,63.39,894.481,NA,70.3,afdm,"Wildcat Stream, Chehalis River Basin, Washington, USA",27.1,46.97,-123.04,5,n,y,n,n,ea,ea,Combustion and hot HCl,NA,NA,1,4.605170185988092
Claeson,67,Impacts of invasive riparian knotweed litter decomposition aquatic fungi and macroinvertebrates,2013,Biological Invasions,10.1007/s10530-013-0589-6,stream,NA,NA,NA,litter_bag,15,field,Temperate forest,NA,forest,NA,leaves,senesced,PolygonumXbohemicum,9,15,2011,1,NA,6.5,6.9,62.7,NA,15,NA,627,11,NA,NA,66.59,5,NA,0.0261,afdm,NA,NA,NA,NA,NA,NA,NA,NA,51.39,936.423,NA,166.5,afdm,"Wildcat Stream, Chehalis River Basin, Washington, USA",27.1,46.97,-123.04,5,n,y,n,n,ea,ea,Combustion and hot HCl,NA,NA,0.6659,4.198554416122531
Claeson,67,Impacts of invasive riparian knotweed litter decomposition aquatic fungi and macroinvertebrates,2013,Biological Invasions,10.1007/s10530-013-0589-6,stream,NA,NA,NA,litter_bag,15,field,Temperate forest,NA,forest,NA,leaves,senesced,PolygonumXbohemicum,9,31,2011,1,NA,6.5,6.9,62.7,NA,15,NA,627,11,NA,NA,52.04,5,NA,0.0261,afdm,NA,NA,NA,NA,NA,NA,NA,NA,35.73,589.845,NA,392.2,afdm,"Wildcat Stream, Chehalis River Basin, Washington, USA",27.1,46.97,-123.04,5,n,y,n,n,ea,ea,Combustion and hot HCl,NA,NA,0.5204,3.9520126536443043
Claeson,67,Impacts of invasive riparian knotweed litter decomposition aquatic fungi and macroinvertebrates,2013,Biological Invasions,10.1007/s10530-013-0589-6,stream,NA,NA,NA,litter_bag,15,field,Temperate forest,NA,forest,NA,leaves,senesced,PolygonumXbohemicum,9,56,2011,1,NA,6.5,6.9,62.7,NA,15,NA,627,11,NA,NA,10.22,5,NA,0.0261,afdm,NA,NA,NA,NA,NA,NA,NA,NA,33.47,576.6,NA,278.2,afdm,"Wildcat Stream, Chehalis River Basin, Washington, USA",27.1,46.97,-123.04,5,n,y,n,n,ea,ea,Combustion and hot HCl,NA,NA,0.10220000000000001,2.3243465847755584
Dezzeo,75,Mass and nutrient loss of fresh plant biomass in a small black-water tributary of Caura river Venezuelan Guayana,1998,Biogeochemistry,10.1023/A:1006035412535,stream,NA,NA,slow,litter_bag,3,field,Tropical rain forest,NA,forest,NA,leaves,fresh,Catostemma spxProtium spxMabea spxEschweilera spxAlexa canaracunensisxAlexa imperatricisxEperua grandifloraxIryanthera spxOenocarpus batauaxChrysophyllum sp,1,0,1995,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,22.28,NA,0.00347,dm,NA,NA,NA,NA,NA,NA,1.442,0.056,NA,NA,56.92201999,NA,dm,"Cao Man stream, Caura river drainage, Venezuela",280,5.1667,-64.1667,8,n,n,n,n,NA,Kjeldahl,Sulfuric acid digestions,molar,leaves collected monthly; assuming collected every 28 days; black water stream; slow flow to simulate reservoir; data collector calculated k and ratios,1,4.605170185988092
Dezzeo,75,Mass and nutrient loss of fresh plant biomass in a small black-water tributary of Caura river Venezuelan Guayana,1998,Biogeochemistry,10.1023/A:1006035412535,stream,NA,NA,slow,litter_bag,3,field,Tropical rain forest,NA,forest,NA,leaves,fresh,Catostemma spxProtium spxMabea spxEschweilera spxAlexa canaracunensisxAlexa imperatricisxEperua grandifloraxIryanthera spxOenocarpus batauaxChrysophyllum sp,1,28,1995,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.33572711,22.28,NA,0.00347,dm,NA,NA,NA,NA,NA,NA,1.676,0.031,NA,NA,119.5130667,NA,dm,"Cao Man stream, Caura river drainage, Venezuela",280,5.1667,-64.1667,8,n,n,n,n,NA,Kjeldahl,Sulfuric acid digestions,molar,NA,0.8433572710999999,4.43480558436013
Dezzeo,75,Mass and nutrient loss of fresh plant biomass in a small black-water tributary of Caura river Venezuelan Guayana,1998,Biogeochemistry,10.1023/A:1006035412535,stream,NA,NA,slow,litter_bag,3,field,Tropical rain forest,NA,forest,NA,leaves,fresh,Catostemma spxProtium spxMabea spxEschweilera spxAlexa canaracunensisxAlexa imperatricisxEperua grandifloraxIryanthera spxOenocarpus batauaxChrysophyllum sp,1,56,1995,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.52064632,22.28,NA,0.00347,dm,NA,NA,NA,NA,NA,NA,1.61,0.034,NA,NA,104.6767015,NA,dm,"Cao Man stream, Caura river drainage, Venezuela",280,5.1667,-64.1667,8,n,n,n,n,NA,Kjeldahl,Sulfuric acid digestions,molar,NA,0.8052064632,4.388513627565009
Dezzeo,75,Mass and nutrient loss of fresh plant biomass in a small black-water tributary of Caura river Venezuelan Guayana,1998,Biogeochemistry,10.1023/A:1006035412535,stream,NA,NA,slow,litter_bag,3,field,Tropical rain forest,NA,forest,NA,leaves,fresh,Catostemma spxProtium spxMabea spxEschweilera spxAlexa canaracunensisxAlexa imperatricisxEperua grandifloraxIryanthera spxOenocarpus batauaxChrysophyllum sp,1,84,1995,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.7432675,22.28,NA,0.00347,dm,NA,NA,NA,NA,NA,NA,1.54,0.035,NA,NA,97.26481085,NA,dm,"Cao Man stream, Caura river drainage, Venezuela",280,5.1667,-64.1667,8,n,n,n,n,NA,Kjeldahl,Sulfuric acid digestions,molar,NA,0.737432675,4.30058970291732
Dezzeo,75,Mass and nutrient loss of fresh plant biomass in a small black-water tributary of Caura river Venezuelan Guayana,1998,Biogeochemistry,10.1023/A:1006035412535,stream,NA,NA,slow,litter_bag,3,field,Tropical rain forest,NA,forest,NA,leaves,fresh,Catostemma spxProtium spxMabea spxEschweilera spxAlexa canaracunensisxAlexa imperatricisxEperua grandifloraxIryanthera spxOenocarpus batauaxChrysophyllum sp,1,112,1995,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.27468582,22.28,NA,0.00347,dm,NA,NA,NA,NA,NA,NA,1.526,0.037,NA,NA,91.17082393,NA,dm,"Cao Man stream, Caura river drainage, Venezuela",280,5.1667,-64.1667,8,n,n,n,n,NA,Kjeldahl,Sulfuric acid digestions,molar,NA,0.7127468582,4.266541226791826
Dezzeo,75,Mass and nutrient loss of fresh plant biomass in a small black-water tributary of Caura river Venezuelan Guayana,1998,Biogeochemistry,10.1023/A:1006035412535,stream,NA,NA,slow,litter_bag,3,field,Tropical rain forest,NA,forest,NA,leaves,fresh,Catostemma spxProtium spxMabea spxEschweilera spxAlexa canaracunensisxAlexa imperatricisxEperua grandifloraxIryanthera spxOenocarpus batauaxChrysophyllum sp,1,140,1995,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.97127469,22.28,NA,0.00347,dm,NA,NA,NA,NA,NA,NA,1.449,0.037,NA,NA,86.57046125,NA,dm,"Cao Man stream, Caura river drainage, Venezuela",280,5.1667,-64.1667,8,n,n,n,n,NA,Kjeldahl,Sulfuric acid digestions,molar,NA,0.6297127469,4.142678665109806
Dezzeo,75,Mass and nutrient loss of fresh plant biomass in a small black-water tributary of Caura river Venezuelan Guayana,1998,Biogeochemistry,10.1023/A:1006035412535,stream,NA,NA,slow,litter_bag,3,field,Tropical rain forest,NA,forest,NA,leaves,fresh,Catostemma spxProtium spxMabea spxEschweilera spxAlexa canaracunensisxAlexa imperatricisxEperua grandifloraxIryanthera spxOenocarpus batauaxChrysophyllum sp,1,168,1995,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.86714542,22.28,NA,0.00347,dm,NA,NA,NA,NA,NA,NA,1.47,0.043,NA,NA,75.57043972,NA,dm,"Cao Man stream, Caura river drainage, Venezuela",280,5.1667,-64.1667,8,n,n,n,n,NA,Kjeldahl,Sulfuric acid digestions,molar,NA,0.5686714542,4.040717765228591
Dezzeo,75,Mass and nutrient loss of fresh plant biomass in a small black-water tributary of Caura river Venezuelan Guayana,1998,Biogeochemistry,10.1023/A:1006035412535,stream,NA,NA,slow,litter_bag,3,field,Tropical rain forest,NA,forest,NA,leaves,fresh,Catostemma spxProtium spxMabea spxEschweilera spxAlexa canaracunensisxAlexa imperatricisxEperua grandifloraxIryanthera spxOenocarpus batauaxChrysophyllum sp,1,196,1995,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.33393178,22.28,NA,0.00347,dm,NA,NA,NA,NA,NA,NA,1.46,0.04,NA,NA,80.68558173,NA,dm,"Cao Man stream, Caura river drainage, Venezuela",280,5.1667,-64.1667,8,n,n,n,n,NA,Kjeldahl,Sulfuric acid digestions,molar,NA,0.5233393178,3.95764495190144
Dezzeo,75,Mass and nutrient loss of fresh plant biomass in a small black-water tributary of Caura river Venezuelan Guayana,1998,Biogeochemistry,10.1023/A:1006035412535,stream,NA,NA,slow,litter_bag,3,field,Tropical rain forest,NA,forest,NA,leaves,fresh,Catostemma spxProtium spxMabea spxEschweilera spxAlexa canaracunensisxAlexa imperatricisxEperua grandifloraxIryanthera spxOenocarpus batauaxChrysophyllum sp,1,224,1995,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.81867145,22.28,NA,0.00347,dm,NA,NA,NA,NA,NA,NA,1.46,0.033,NA,NA,97.80070512,NA,dm,"Cao Man stream, Caura river drainage, Venezuela",280,5.1667,-64.1667,8,n,n,n,n,NA,Kjeldahl,Sulfuric acid digestions,molar,NA,0.42818671449999995,3.7569742562906705
Dezzeo,75,Mass and nutrient loss of fresh plant biomass in a small black-water tributary of Caura river Venezuelan Guayana,1998,Biogeochemistry,10.1023/A:1006035412535,stream,NA,NA,slow,litter_bag,3,field,Tropical rain forest,NA,forest,NA,leaves,fresh,Catostemma spxProtium spxMabea spxEschweilera spxAlexa canaracunensisxAlexa imperatricisxEperua grandifloraxIryanthera spxOenocarpus batauaxChrysophyllum sp,1,252,1995,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.99102334,22.28,NA,0.00347,dm,NA,NA,NA,NA,NA,NA,1.432,0.04,NA,NA,79.13818701,NA,dm,"Cao Man stream, Caura river drainage, Venezuela",280,5.1667,-64.1667,8,n,n,n,n,NA,Kjeldahl,Sulfuric acid digestions,molar,NA,0.3999102334,3.6886550124287854
Driebe,76,Cottonwood hybridization affects tannin and nitrogen content of leaf litter and alters decomposition,2000,Oecologia,10.1007/s004420050994,stream,NA,0.25,NA,litter_bag,3,field,Woodland/shrubland,NA,NA,NA,leaves,senesced,Populus angustifolia,1,0,-94,Oct-,NA,5,NA,NA,NA,NA,740,NA,NA,NA,570,100,3.25,NA,0.012,afdm,0.5327,NA,NA,NA,NA,NA,0.761,NA,NA,NA,NA,NA,afdm,"Weber River near Ogden, Utah",1363,41.2,-112,10,n,n,n,n,NA,Kjeldahl,NA,NA,Litter N is Kjeldahl N. Condensed Tannin concentrations via butanol-HCl method (Porter et al 1986). pH ranged from 4.6-7.4 in 1994 and from 8.5-9.2 in 1995. Flow ranged from 0.10-0.40 m/s,1,4.605170185988092
Driebe,76,Cottonwood hybridization affects tannin and nitrogen content of leaf litter and alters decomposition,2000,Oecologia,10.1007/s004420050994,stream,NA,0.25,NA,litter_bag,3,field,Woodland/shrubland,NA,NA,NA,leaves,senesced,Populus angustifolia,1,1,-94,Oct-,NA,5,NA,NA,NA,NA,740,NA,NA,NA,570,84.59665677,3.25,NA,0.012,afdm,NA,NA,NA,NA,NA,NA,0.641682169,NA,NA,NA,NA,NA,afdm,"Weber River near Ogden, Utah",1363,41.2,-112,10,n,n,n,n,NA,Kjeldahl,NA,NA,NA,0.8459665677,4.437894747746211
Driebe,76,Cottonwood hybridization affects tannin and nitrogen content of leaf litter and alters decomposition,2000,Oecologia,10.1007/s004420050994,stream,NA,0.25,NA,litter_bag,3,field,Woodland/shrubland,NA,NA,NA,leaves,senesced,Populus angustifolia,1,7,-94,Oct-,NA,5,NA,NA,NA,NA,740,NA,NA,NA,570,67.22950279,3.25,NA,0.012,afdm,NA,NA,NA,NA,NA,NA,0.691421021,NA,NA,NA,NA,NA,afdm,"Weber River near Ogden, Utah",1363,41.2,-112,15,n,n,n,n,NA,Kjeldahl,NA,NA,NA,0.6722950279,4.208112180796896
Driebe,76,Cottonwood hybridization affects tannin and nitrogen content of leaf litter and alters decomposition,2000,Oecologia,10.1007/s004420050994,stream,NA,0.25,NA,litter_bag,3,field,Woodland/shrubland,NA,NA,NA,leaves,senesced,Populus angustifolia,1,20,-94,Oct-,NA,5,NA,NA,NA,NA,740,NA,NA,NA,570,54.6461646,3.25,NA,0.012,afdm,NA,NA,NA,NA,NA,NA,0.659662631,NA,NA,NA,NA,NA,afdm,"Weber River near Ogden, Utah",1363,41.2,-112,7,n,n,n,n,NA,Kjeldahl,NA,NA,NA,0.546461646,4.000879031006945
Driebe,76,Cottonwood hybridization affects tannin and nitrogen content of leaf litter and alters decomposition,2000,Oecologia,10.1007/s004420050994,stream,NA,0.25,NA,litter_bag,3,field,Woodland/shrubland,NA,NA,NA,leaves,senesced,Populus angustifolia,1,63,-94,Oct-,NA,5,NA,NA,NA,NA,740,NA,NA,NA,570,46.19158561,3.25,NA,0.012,afdm,NA,NA,NA,NA,NA,NA,0.776841514,NA,NA,NA,NA,NA,afdm,"Weber River near Ogden, Utah",1363,41.2,-112,8,n,n,n,n,NA,Kjeldahl,NA,NA,NA,0.46191585609999997,3.832797651846394
Driebe,77,Cottonwood hybridization affects tannin and nitrogen content of leaf litter and alters decomposition,2000,Oecologia,10.1007/s004420050994,stream,NA,0.25,NA,litter_bag,3,field,Woodland/shrubland,NA,NA,NA,leaves,senesced,Populus angustifolia,2,0,-95,Oct-,NA,5.9,NA,NA,NA,NA,740,NA,NA,NA,570,100,3.25,NA,0.014,afdm,0.288,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,NA,afdm,"Weber River near Ogden, Utah",1363,41.2,-112,10,n,n,n,n,NA,Kjeldahl,NA,NA,NA,1,4.605170185988092
